VEU: Vanguard FTSE All-World ex-US ETF
Inception Date: 2007-03-08
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	23584679
Shares Outstanding: 433701000
Expense Ratio: 0.11%
Tracks This Index: FTSE All-World ex US Index
ETFdb.com Category: Foreign Large Cap Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: http://etfdb.com/etf/VEU


Holding,Symbol,Weighting
Grupo Televisa SAB,TLEVISACPO,0.0732%
Powszechny Zaklad Ubezpieczen SA,PZU,0.0732%
Svenska Handelsbanken AB,SHB.A,0.0731%
Bank Polska Kasa Opieki SA,PEO,0.0729%
China Steel Corp,2002,0.0729%
KT&G Corp,033780,0.0729%
Old Mutual PLC,OML,0.0728%
Agricultural Bank of China Ltd,1288,0.0728%
Ultrapar Participacoes SA,UGPA3,0.0725%
Boliden AB,BOL,0.072%
Mitsubishi Heavy Industries Ltd,7011,0.072%
NetEase Inc,NTES,0.0717%
Suncorp Group Ltd,SUN,0.0716%
Kerry Group PLC,KRZ,0.0715%
Resona Holdings Inc,8308,0.0712%
Hana Financial Group Inc,086790,0.0712%
NN Group NV,NN,0.0711%
Keppel Corporation Ltd,BN4,0.0709%
Essity AB (publ),ESSITY.B,0.0709%
Hankyu Hanshin Holdings Inc,9042,0.0709%
STMicroelectronics NV,STM,0.0708%
ANTA Sports Products Ltd,2020,0.0708%
Constellation Software Inc,CSU,0.0707%
Sumitomo Chemical Co Ltd,4005,0.0706%
Snam SpA,SRG,0.0705%
China Resources Land Ltd,1109,0.0701%
Wirecard AG,WDI,0.07%
Wendel SE,MF,0.0699%
Yes Bank Ltd,YESBANK,0.0699%
Mitsubishi Chemical Holdings Corp,4188,0.0698%
Brenntag AG,BNR,0.0696%
Ferrari NV,RACE,0.0696%
CNH Industrial NV,CNHI,0.0695%
Siam Commercial Bank PCL,SCB,0.0694%
Origin Energy Ltd,ORG,0.0691%
Fujifilm Holdings Corp,4901,0.0689%
Toyota Tsusho Corp,8015,0.0688%
Commerzbank AG,CBK,0.0687%
Newcrest Mining Ltd,NCM,0.0687%
China Unicom Hong Kong Ltd,762,0.0686%
Bank Mandiri (Persero) Tbk PT,BMRI,0.0686%
Catcher Technology Co Ltd,2474,0.0684%
Restaurant Brands International Inc,QSR,0.0682%
Terumo Corp,4543,0.0682%
Formosa Chemicals & Fibre Corp,1326,0.0681%
Nan Ya Plastics Corp,1303,0.0681%
Investor AB,INVE.B,0.0681%
Chubu Electric Power Co Inc,9502,0.0681%
MediaTek Inc,2454,0.068%
Grupo Bimbo SAB de CV,BIMBOA,0.068%
Brambles Ltd,BXB,0.0677%
Geely Automobile Holdings Ltd,175,0.0675%
Toray Industries Inc,3402,0.0675%
Amcor Ltd,AMC,0.0675%
Grupo Mexico SAB de CV,GMEXICOB,0.0673%
Ajinomoto Co Inc,2802,0.0673%
Adecco Group AG,ADEN,0.0672%
Olympus Corp,7733,0.0672%
Capitaland Ltd,C31,0.0671%
SM Investments Corp,SM,0.067%
Abertis Infraestructuras SA,ABE,0.067%
Shenzhou International Group Holdings Ltd,2313,0.0669%
Aisin Seiki Co Ltd,7259,0.0669%
Dollarama Inc,DOL,0.0669%
MTU Aero Engines AG,MTX,0.0669%
Redefine Properties Ltd,RDF,0.0668%
Covestro AG,1COV,0.0668%
NGK Spark Plug Co Ltd,5334,0.0667%
Aristocrat Leisure Ltd,ALL,0.0666%
Loblaw Companies Ltd,L,0.0665%
Lojas Renner SA,LREN3,0.0664%
Omron Corp,6645,0.0662%
Stanley Electric Co Ltd,6923,0.0661%
DiGi.Com Bhd,DIGI,0.066%
China Conch Venture Holdings Ltd,586,0.066%
Ferrovial SA,FER,0.0659%
Tokyo Gas Co Ltd,9531,0.0659%
Cathay Financial Holding Co Ltd,2882,0.0659%
Julius Baer Gruppe AG,BAER,0.0659%
Carrefour SA,CA,0.0657%
Agnico Eagle Mines Ltd,AEM,0.0657%
Taisei Corp,1801,0.0657%
Scentre Group,SCG,0.0656%
Mahindra and Mahindra Ltd,MM,0.0656%
Odakyu Electric Railway Co Ltd,9007,0.0656%
Dassault Systemes SE,DSY,0.0655%
PETRONAS Chemicals Group Bhd,PCHEM,0.0654%
Axiata Group Bhd,AXIATA,0.0653%
JFE Holdings Inc,5411,0.0653%
Mazda Motor Corp,7261,0.0652%
Toshiba Corp,6502,0.0651%
Industries Qatar QSC,IQCD,0.0649%
PICC Property and Casualty Co Ltd,2328,0.0649%
ASX Ltd,ASX,0.0643%
Chugai Pharmaceutical Co Ltd,4519,0.0641%
Sunny Optical Technology Group Co Ltd,2382,0.0638%
SK Holdings Co Ltd,034730,0.0637%
Insurance Australia Group Ltd,IAG,0.0636%
Samsung Fire & Marine Insurance Co Ltd,000810,0.0636%
Nagoya Railroad Co Ltd,9048,0.0636%
Ageas SA,AGS,0.0636%
Arkema SA,AKE,0.0636%
Accor SA,AC,0.0635%
Telenor ASA,TEL,0.0633%
Vestas Wind Systems A/S,VWS,0.0633%
QBE Insurance Group Ltd,QBE,0.0632%
Fubon Financial Holding Co Ltd,2881,0.0632%
Fibra Uno Administracion SA de CV,FUNO11,0.0631%
Wheaton Precious Metals Corp,WPM,0.063%
Hongkong Land Holdings Ltd,H78,0.0629%
Aegon NV,AGN,0.0627%
Emirates Telecommunications Group Co PJSC,ETISALAT,0.0627%
Transneft' PAO,TRNFP,0.0627%
CSPC Pharmaceutical Group Ltd,1093,0.0627%
New Oriental Education & Technology Group Inc,EDU,0.0627%
CGI Group Inc,GIB.A,0.0625%
Cemex SAB de CV,CX,0.0625%
Skandinaviska Enskilda Banken AB,SEB.A,0.0624%
Kia Motors Corp,000270,0.0624%
Inpex Corp,1605,0.0623%
Sun Pharmaceutical Industries Ltd,SUNP,0.0623%
Thales SA,HO,0.0623%
Ashtead Group PLC,AHT,0.0622%
LEG Immobilien AG,LEG,0.0622%
SNC-Lavalin Group Inc,SNC,0.0621%
Erste Group Bank AG,EBS,0.0618%
Koninklijke KPN NV,KPN,0.0618%
T&D Holdings Inc,8795,0.0615%
Teck Resources Ltd,TECK.B,0.0615%
Power Corporation of Canada,POW,0.0613%
Tenaris SA,TEN,0.0613%
Oriental Land Co Ltd,4661,0.0612%
Solvay SA,SOLB,0.0611%
Pandora A/S,PNDORA,0.0611%
Banco de Sabadell SA,SAB,0.061%
Melrose Industries PLC,MRO,0.061%
China Mengniu Dairy Co Ltd,2319,0.0609%
Shaw Communications Inc,SJR.B,0.0607%
WH Group Ltd,288,0.0606%
Moncler SpA,MONC,0.0606%
Kansai Electric Power Co Inc,9503,0.0605%
President Chain Store Corp,2912,0.0605%
RWE AG,RWE,0.0604%
Terna Rete Elettrica Nazionale SpA,TRN,0.0604%
LG Electronics Inc,066570,0.0604%
Standard Life Aberdeen PLC,SLA,0.0603%
China Evergrande Group,3333,0.0603%
Ascendas Real Estate Investment Trust,A17U,0.0601%
Oil Search Ltd,OSH,0.06%
Bajaj Finance Ltd,BAJFINANCE,0.06%
Genting Bhd,GENTING,0.06%
Carlsberg A/S,CARL.B,0.0599%
Samsung C&T Corp,028260,0.0599%
Yamaha Corp,7951,0.0599%
SINOPHARM GROUP CO LTD,1099,0.0598%
Red Electrica Corporacion SA,REE,0.0598%
Yuanta Financial Holdings Co Ltd,2885,0.0598%
Japan Post Holdings Co Ltd,6178,0.0596%
Eiffage SA,FGR,0.0596%
FamilyMart UNY Holdings Co Ltd,8028,0.0595%
SGS SA,SGSN,0.0595%
Canadian Tire Corporation Ltd,CTC.A,0.0595%
Kuehne und Nagel International AG,KNIN,0.0594%
Larsen & Toubro Ltd,LT,0.0593%
Bank of East Asia Ltd,23,0.0592%
Suntory Beverage & Food Ltd,2587,0.059%
Hexagon AB,HEXA.B,0.059%
Oil and Natural Gas Corporation Ltd,ONGC,0.059%
Power Assets Holdings Ltd,6,0.059%
China Pacific Insurance Group Co Ltd,2601,0.0589%
Intact Financial Corp,IFC,0.0589%
Taiwan Cement Corp,1101,0.0587%
Rohm Co Ltd,6963,0.0586%
ACS Actividades de Construccion y Servicios SA,ACS,0.0584%
Sanlam Ltd,SLM,0.0583%
Telia Company AB,TELIA,0.0583%
Hero MotoCorp Ltd,HEROMOTOCO,0.0582%
Mitsubishi Tanabe Pharma Corp,4508,0.0582%
Treasury Wine Estates Ltd,TWE,0.0581%
Swedish Match AB,SWMA,0.0581%
Dentsu Inc,4324,0.058%
Ucb SA,UCB,0.0579%
