IEMG: iShares Core MSCI Emerging Markets ETF
Inception Date: 2012-10-18
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	50385976
Shares Outstanding: 888000000
Expense Ratio: 0.14%
Tracks This Index: MSCI Emerging Markets Investable Market Index
ETFdb.com Category: Emerging Markets Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IEMG


Holding,Symbol,Weighting
Compania de Minas Buenaventura SAA,BVN,0.0511%
BRF SA,BRFS3,0.0509%
Moskovskaya Birzha MMVB-RTS PAO,MOEX,0.0509%
Korea Investment Holdings Co Ltd,071050,0.0508%
Fullshare Holdings Ltd,607,0.0507%
Mexichem SAB de CV,MEXCHEM*,0.0506%
Coal India Ltd,COAL,0.0505%
China Medical System Holdings Ltd,867,0.0505%
Turkiye Petrol Rafinerileri AS,TUPRS,0.0504%
China Railway Group Ltd,390,0.0503%
China Cinda Asset Management Co Ltd,1359,0.0503%
Greek Organisation of Football Prognostics SA,OPAP,0.0502%
Polskie Gornictwo Naftowe i Gazownictwo SA,PGN,0.0501%
Petronas Gas Bhd,PETGAS,0.0489%
Arca Continental SAB de CV,AC*,0.0489%
Novolipetsk Steel PAO,NLMK,0.0488%
China Longyuan Power Group Corp Ltd,916,0.0487%
Hero MotoCorp Ltd,HEROMOTOCO,0.0487%
GlobalWafers Co Ltd,6488,0.0486%
Thai Oil PCL,TOP-R,0.0484%
Mondi Ltd,MND,0.0484%
Kangwon Land Inc,035250,0.048%
Tata Steel Ltd,TATA,0.0477%
People's Insurance Group of China Co Ltd,1339,0.0475%
Coca-Cola Femsa SAB de CV,KOFL,0.0475%
Kuala Lumpur Kepong Bhd,KLK,0.0475%
Indorama Ventures PCL,IVL-R,0.0474%
Agile Group Holdings Ltd,3383,0.0474%
Life Healthcare Group Holdings Ltd,LHC,0.0474%
CGN Power Co Ltd,1816,0.0472%
Barloworld Ltd,BAW,0.0471%
Capitec Bank Holdings Ltd,CPI,0.0471%
Cheng Shin Rubber Ind. Co Ltd,2105,0.0467%
Shinsegae Inc,004170,0.0466%
Surgutneftegaz OAO,SNGS,0.0465%
Zhuzhou CRRC Times Electric Co Ltd,3898,0.0465%
Hyundai Glovis Co Ltd,086280,0.0465%
Hypera SA,HYPE3,0.0461%
GS Holdings Corp,078930,0.046%
Kunlun Energy Company Ltd,135,0.0459%
Hindustan Petroleum Corp Ltd,HPCL,0.0458%
IOI Corporation Bhd,IOICORP,0.0458%
Sun Art Retail Group Ltd,6808,0.0457%
Indian Oil Corpn Ltd,IOCL,0.0457%
51job Inc,JOBS,0.0456%
True Corporation PCL,TRUE-R,0.0455%
Chang Hwa Commercial Bank Ltd,2801,0.0455%
Aurobindo Pharma Ltd,ARBP,0.0454%
Kimberly-Clark de Mexico SAB de CV,KIMBERA,0.0452%
Nanya Technology Corp,2408,0.0452%
Dongfeng Motor Group Co Ltd,489,0.0452%
ViroMed Co Ltd,084990,0.045%
Hanwha Chemical Corp,009830,0.0449%
Richter Gedeon Vegyeszeti Gyar Nyrt,RICHTER,0.0449%
DB Insurance Co Ltd,005830,0.0448%
Imperial Holdings Ltd,IPL,0.0447%
Lupin Ltd,LPC,0.0445%
Industrias Penoles SAB de CV,PE&OLES*,0.0444%
Medy Tox Inc,086900,0.0444%
Celltrion HealthCare Co Ltd,091990,0.0442%
Maxis Bhd,MAXIS,0.0441%
Minor International PCL,MINT-R,0.044%
Bangkok Dusit Medical Services PCL,BDMS-R,0.0439%
China Jinmao Holdings Group Ltd,817,0.0439%
Korea Aerospace Industries Ltd,047810,0.0435%
Huaneng Power International Inc,902,0.0434%
China Resources Gas Group Ltd,1193,0.0433%
Samsung Heavy Industries Co Ltd,010140,0.0432%
3SBio Inc,1530,0.043%
Gruma SAB de CV,GRUMAB,0.043%
LIC Housing Finance Ltd,LICHF,0.0428%
Aboitiz Equity Ventures Inc,AEV,0.0426%
Hanmi Pharm Co Ltd,128940,0.0426%
Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santand,BSMXB,0.0425%
Hyosung Corp,004800,0.0425%
Zijin Mining Group Co Ltd,2899,0.0424%
Far Eastern New Century Corp,1402,0.0423%
Lite-On Technology Corp,2301,0.0419%
Bharat Forge Ltd,BHFC,0.0417%
CIFI Holdings Group Co Ltd,884,0.0417%
Ambuja Cements Ltd,ACEM,0.0412%
TravelSky Technology Ltd,696,0.0412%
Meitu Inc,1357,0.0408%
Kingboard Chemical Holdings Ltd,148,0.0408%
IGG Inc,799,0.0407%
Hiwin Technologies Corp,2049,0.0407%
Universal Robina Corp,URC,0.0405%
Hyundai Development Co Engineering & Construction,012630,0.0405%
Turkiye Is Bankasi AS,ISCTR,0.0403%
China Molybdenum Co Ltd,3993,0.0399%
Koc Holding AS,KCHOL,0.0399%
Netcare Ltd,NTC,0.0399%
Charoen Pokphand Foods PCL,CPF-R,0.0398%
Sino-American Silicon Products Inc,5483,0.0398%
Macronix International Co Ltd,2337,0.0398%
Shanghai Fosun Pharmaceutical Group Co Ltd,2196,0.0398%
Nine Dragons Paper Holdings Ltd,2689,0.0397%
CD Projekt SA,CDR,0.0396%
Shree Cement Ltd,SRCM,0.0394%
Marico Ltd,MRCO,0.0393%
China Merchants Port Holdings Co Ltd,144,0.0393%
Kalbe Farma Tbk PT,KLBF,0.0392%
OCI Co Ltd,010060,0.039%
Genscript Biotech Corp,1548,0.039%
Jollibee Foods Corp,JFC,0.0389%
BR Malls Participacoes SA,BRML3,0.0388%
Compal Electronics Inc,2324,0.0387%
Lotte Shopping Co Ltd,023530,0.0387%
Pick N Pay Stores Ltd,PIK,0.0386%
PGE Polska Grupa Energetyczna SA,PGE,0.0386%
Berli Jucker PCL,BJC-R,0.0386%
CJ CheilJedang Corp,097950,0.0385%
Page Industries Ltd,PAG,0.0385%
Estacio Participacoes SA,ESTC3,0.0385%
PLDT Inc,TEL,0.0384%
Gudang Garam Tbk PT,GGRM,0.0383%
Orion Corp,271560,0.0382%
Havells India Ltd,HAVL,0.0382%
ZTE Corp,763,0.0382%
Promotora y Operadora de Infraestructura SAB de CV,PINFRA*,0.0381%
Bradespar SA,BRAP4,0.0381%
Rand Merchant Investment Holdings Ltd,RMI,0.038%
Federal Bank Ltd,FB,0.038%
Asia Cement Corp,1102,0.0379%
Bosch Ltd,BOS,0.0379%
Hyprop Investments Ltd,HYP,0.0379%
China First Capital Group Ltd,1269,0.0378%
PSG Group Ltd,PSG,0.0378%
National Bank of Greece SA,ETE,0.0378%
Gamuda Bhd,GAMUDA,0.0378%
Mahindra and Mahindra Financial Services Ltd,MMFS,0.0377%
Yanzhou Coal Mining Co Ltd,1171,0.0377%
China State Construction International Holdings Ltd,3311,0.0375%
IRPC PCL,IRPC-R,0.0374%
CCC SA,CCC,0.0372%
Home Product Center PCL,HMPRO-R,0.0372%
Pou Chen Corp,9904,0.0371%
Beijing Enterprises Holdings Ltd,392,0.0371%
Weichai Power Co Ltd,2338,0.037%
PPB Group Bhd,PPB,0.037%
Guangzhou R&F Properties Co Ltd,2777,0.0369%
China Railway Construction Corp Ltd,1186,0.0368%
Moneta Money Bank as,MONET,0.0367%
Infraestructura Energetica Nova SAB de CV,IENOVA*,0.0367%
Ezdan Holding Group QSC,ERES,0.0366%
Bancolombia SA,BCOLOMBIA,0.0366%
Aluminum Corp of China Ltd,2600,0.0363%
Hanjaya Mandala Sampoerna Tbk PT,HMSP,0.0362%
China Galaxy Securities Co Ltd,6881,0.0362%
Shanghai Pharmaceuticals Holding Co Ltd,2607,0.0361%
Kingdee International Software Group Co Ltd,268,0.0361%
Commercial Bank PSQC,CBQK,0.0361%
Exxaro Resources Ltd,EXX,0.0359%
Turk Hava Yollari AO,THYAO,0.0358%
GF Securities Co Ltd,1776,0.0358%
Sino-Ocean Group Holding Ltd,3377,0.0357%
BNK Financial Group Inc,138930,0.0356%
Qatar Islamic Bank QPSC,QIBK,0.0355%
Kingsoft Corp Ltd,3888,0.0354%
Hartalega Holdings Bhd,HARTA,0.0354%
SSY Group Ltd,2005,0.0354%
