IWF: iShares Russell 1000 Growth ETF
Inception Date: 2000-05-22
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	39938206
Shares Outstanding: 292400000
Expense Ratio: 0.2%
Tracks This Index: Russell 1000 Growth Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IWF


Holding,Symbol,Weighting
RPC Inc,RES,0.0077%
Synopsys Inc,SNPS,0.0076%
Mattel Inc,MAT,0.0071%
Intrexon Corp,XON,0.007%
Whirlpool Corp,WHR,0.0068%
H & R Block Inc,HRB,0.0067%
Williams-Sonoma Inc,WSM,0.0064%
Twenty-First Century Fox Inc,FOX,0.0063%
Mohawk Industries Inc,MHK,0.0062%
Sally Beauty Holdings Inc,SBH,0.0062%
Rite Aid Corp,RAD,0.0062%
Legg Mason Inc,LM,0.0061%
Aspen Insurance Holdings Ltd,AHL,0.0061%
Apache Corp,APA,0.006%
Tempur Sealy International Inc,TPX,0.0059%
Michael Kors Holdings Ltd,KORS,0.0058%
BGC Partners Inc,BGCP,0.0058%
Lions Gate Entertainment Corp,LGF.A,0.0056%
Federated Investors Inc,FII,0.0052%
GCI Liberty Inc,GLIBA,0.0051%
East West Bancorp Inc,EWBC,0.0049%
Voya Financial Inc,VOYA,0.0046%
ADT Inc,ADT,0.0046%
Premier Inc,PINC,0.0043%
TreeHouse Foods Inc,THS,0.0043%
Gates Industrial Corporation PLC,GTES,0.0041%
Hudson Pacific Properties Inc,HPP,0.0039%
Madison Square Garden Co,MSG,0.0035%
Foot Locker Inc,FL,0.0031%
Cypress Semiconductor Corp,CY,0.0031%
OUTFRONT Media Inc,OUT,0.0031%
Gap Inc,GPS,0.003%
Switch Inc,SWCH,0.003%
Liberty Expedia Holdings Inc,LEXEA,0.003%
Versum Materials Inc,VSM,0.0026%
LifePoint Health Inc,LPNT,0.0022%
Renaissancere Holdings Ltd,RNR,0.0019%
Air Lease Corp,AL,0.0018%
Copa Holdings SA,CPA,0.0017%
Chesapeake Energy Corp,CHK,0.0016%
Patterson Companies Inc,PDCO,0.0014%
Ardagh Group SA,ARD,0.0014%
Gulfport Energy Corp,GPOR,0.0011%
OPKO Health Inc,OPK,0.0009%
Tanger Factory Outlet Centers Inc,SKT,0.0009%
