IWR: iShares Russell Midcap ETF
Inception Date: 2001-07-17
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	16846828
Shares Outstanding: 82150000
Expense Ratio: 0.2%
Tracks This Index: Russell Midcap Index
ETFdb.com Category: All Cap Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IWR


Holding,Symbol,Weighting
SLM Corp,SLM,0.0707%
Post Holdings Inc,POST,0.0705%
Charles River Laboratories International Inc,CRL,0.0705%
Cypress Semiconductor Corp,CY,0.0705%
Mattel Inc,MAT,0.0702%
Lincoln Electric Holdings Inc,LECO,0.0701%
Stericycle Inc,SRCL,0.0701%
Teradata Corp,TDC,0.07%
Murphy Oil Corp,MUR,0.0698%
Quanta Services Inc,PWR,0.0694%
Prosperity Bancshares Inc,PB,0.0693%
SCANA Corp,SCG,0.0692%
Rayonier Inc,RYN,0.0692%
Old Republic International Corp,ORI,0.0691%
American Homes 4 Rent,AMH,0.0688%
Assurant Inc,AIZ,0.0682%
Genpact Ltd,G,0.0682%
Hanover Insurance Group Inc,THG,0.0681%
Acuity Brands Inc,AYI,0.0672%
Eagle Materials Inc,EXP,0.0671%
W. R. Grace & Co,GRA,0.0671%
Howard Hughes Corp,HHC,0.067%
Avnet Inc,AVT,0.0669%
Medical Properties Trust Inc,MPW,0.0669%
AXIS Capital Holdings Ltd,AXS,0.0667%
Trinity Industries Inc,TRN,0.0667%
Carter's Inc,CRI,0.0664%
Arris International PLC,ARRS,0.0663%
Popular Inc,BPOP,0.0661%
Jabil Inc,JBL,0.0661%
Rollins Inc,ROL,0.0653%
Patterson-UTI Energy Inc,PTEN,0.0651%
Highwoods Properties Inc,HIW,0.065%
Kirby Corp,KEX,0.0646%
Envision Healthcare Corp,EVHC,0.0642%
United Therapeutics Corp,UTHR,0.0641%
Pinnacle Financial Partners Inc,PNFP,0.064%
Associated Banc-Corp,ASB,0.0635%
Genesee & Wyoming Inc,GWR,0.0634%
Brixmor Property Group Inc,BRX,0.0633%
ITT Inc,ITT,0.0627%
Ashland Global Holdings Inc,ASH,0.0626%
Madison Square Garden Co,MSG,0.0626%
National Instruments Corp,NATI,0.0623%
Antero Resources Corp,AR,0.0621%
Graphic Packaging Holding Co,GPK,0.0617%
Nuance Communications Inc,NUAN,0.0617%
Landstar System Inc,LSTR,0.0612%
PBF Energy Inc,PBF,0.0608%
Coherent Inc,COHR,0.0607%
BankUnited Inc,BKU,0.0606%
Dun & Bradstreet Corp,DNB,0.0606%
MEDNAX Inc,MD,0.0605%
HEICO Corp,HEI.A,0.0602%
GCI Liberty Inc,GLIBA,0.0601%
STORE Capital Corp,STOR,0.06%
Delphi Technologies PLC,DLPH,0.06%
Southern Copper Corp,SCCO,0.06%
Six Flags Entertainment Corp,SIX,0.0594%
Crane Co,CR,0.0593%
National Fuel Gas Co,NFG,0.059%
F.N.B. Corp,FNB,0.0587%
Agios Pharmaceuticals Inc,AGIO,0.0587%
Assured Guaranty Ltd,AGO,0.0586%
TripAdvisor Inc,TRIP,0.0586%
Hospitality Properties Trust,HPT,0.0583%
Cinemark Holdings Inc,CNK,0.0583%
Air Lease Corp,AL,0.058%
Williams-Sonoma Inc,WSM,0.0578%
Corelogic Inc,CLGX,0.0577%
Life Storage Inc,LSI,0.0571%
Valvoline Inc,VVV,0.057%
Flowers Foods Inc,FLO,0.057%
AGCO Corp,AGCO,0.0566%
TCF Financial Corp,TCF,0.0565%
Hilton Grand Vacations Inc,HGV,0.0559%
Euronet Worldwide Inc,EEFT,0.0557%
Bemis Company Inc,BMS,0.0554%
Whiting Petroleum Corp,WLL,0.0554%
Versum Materials Inc,VSM,0.0553%
MSC Industrial Direct Co Inc,MSM,0.0548%
Westlake Chemical Corp,WLK,0.0547%
Universal Display Corp,OLED,0.0546%
Visteon Corp,VC,0.0546%
Hawaiian Electric Industries Inc,HE,0.0537%
NU Skin Enterprises Inc,NUS,0.0537%
nVent Electric PLC,NVT,0.0537%
Extended Stay America Inc,STAY,0.0534%
Equity Commonwealth,EQC,0.0533%
Caseys General Stores Inc,CASY,0.0531%
Apple Hospitality REIT Inc,APLE,0.053%
Senior Housing Properties Trust,SNH,0.053%
Skechers USA Inc,SKX,0.0529%
Spirit Realty Capital Inc,SRC,0.0528%
Liberty Media Corp,LSXMA,0.0517%
Copa Holdings SA,CPA,0.0517%
Credit Acceptance Corp,CACC,0.0514%
USG Corp,USG,0.051%
Conduent Inc,CNDT,0.0509%
Discovery Inc,DISCA,0.0506%
Ryder System Inc,R,0.0504%
Bank of Hawaii Corp,BOH,0.0503%
Dolby Laboratories Inc,DLB,0.05%
CoreSite Realty Corp,COR,0.05%
Hyatt Hotels Corp,H,0.0494%
EPR Properties,EPR,0.049%
Navient Corp,NAVI,0.049%
CNX Resources Corp,CNX,0.0487%
Cabot Corp,CBT,0.0481%
Colony NorthStar Inc,CLNS,0.048%
FireEye Inc,FEYE,0.0479%
Scotts Miracle-Gro Co,SMG,0.0476%
Under Armour Inc,UAA,0.0476%
NCR Corp,NCR,0.0473%
Realogy Holdings Corp,RLGY,0.0468%
Taubman Centers Inc,TCO,0.0467%
Energizer Holdings Inc,ENR,0.0466%
Weingarten Realty Investors,WRI,0.0462%
