Symbol,Name,Last,Name,Exchange,Industry,Sector,"ETF Full Name","Fund Family","Asset Class","Contract Name"
EQBK,"Equity Bncsrs Cm A",39.11,"Equity Bncsrs Cm A",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
ERA,"Era Group Inc",11.77,"Era Group Inc",NYSE,"Transportation - Airline",Transportation,N/A,N/A,N/A,N/A
ERI,"Eldorado Resorts",42.5,"Eldorado Resorts",NASDAQ,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
ERII,"Energy Recovery Inc",8.22,"Energy Recovery Inc",NASDAQ,"Pollution Controls","Industrial Products",N/A,N/A,N/A,N/A
EROS,"Eros International Plc",11.05,"Eros International Plc",NYSE,"Movie & TV Production & Dist","Consumer Discretionary",N/A,N/A,N/A,N/A
ESCA,"Escalade Inc",13.35,"Escalade Inc",NASDAQ,"Leisure & Recreational Prdcts","Consumer Discretionary",N/A,N/A,N/A,N/A
ESE,"Esco Technologies Inc",55.8,"Esco Technologies Inc",NYSE,"Machinery - Electrical","Industrial Products",N/A,N/A,N/A,N/A
ESGR,"Enstar Group Ltd",213.1,"Enstar Group Ltd",NASDAQ,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
ESIO,"Electro Sci Inds",17.85,"Electro Sci Inds",NASDAQ,"Lasers - Systems & Components","Computers and Technology",N/A,N/A,N/A,N/A
ESL,"Esterline Technologies Corp",73.1,"Esterline Technologies Corp",NYSE,"Aerospace - Defense Equipment",Aerospace,N/A,N/A,N/A,N/A
ESND,"Essendant Inc",9.42,"Essendant Inc",NASDAQ,"Consumer Prdts - Misc Discr","Consumer Discretionary",N/A,N/A,N/A,N/A
ESNT,"Essent Group Ltd",35.29,"Essent Group Ltd",NYSE,"Finance - Mortgage & Rel Svs",Finance,N/A,N/A,N/A,N/A
ESPR,"Esperion Theraptc",41.54,"Esperion Theraptc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
ESSA,"Essa Bancorp Inc",14.89,"Essa Bancorp Inc",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
ESTE,"Earthstone Energy",9.86,"Earthstone Energy",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
ESV,"Ensco Plc",5.81,"Ensco Plc",NYSE,"Oil & Gas - Drilling",Oils-Energy,N/A,N/A,N/A,N/A
ESXB,"Community Bankers",8.95,"Community Bankers",NASDAQ,N/A,N/A,N/A,N/A,N/A,N/A
ETH,"Ethan Allen Interiors Inc",23.95,"Ethan Allen Interiors Inc",NYSE,"Retail - Home Furniture",Retail-Wholesale,N/A,N/A,N/A,N/A
ETM,"Entercom Communications Corp",10.4,"Entercom Communications Corp",NYSE,"Broadcast - Radio & TV","Consumer Discretionary",N/A,N/A,N/A,N/A
ETSY,"Etsy Inc",30.59,"Etsy Inc",NASDAQ,"Internet - Services","Computers and Technology",N/A,N/A,N/A,N/A
EVBG,"Everbridge Inc",40.08,"Everbridge Inc",NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
EVBN,"Evans Bancorp",46.05,"Evans Bancorp",AMEX,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
EVC,"Entravision Communications Corp",4.75,"Entravision Communications Corp",NYSE,"Broadcast - Radio & TV","Consumer Discretionary",N/A,N/A,N/A,N/A
EVH,"Evolent Health Inc Class A Com",16.8,"Evolent Health Inc Class A Com",NYSE,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
EVI,"Envirostar Inc.",37.95,"Envirostar Inc.",AMEX,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
EVR,"Evercore Partners Inc",102.8,"Evercore Partners Inc",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
EVRI,"Everi Holdings Inc",6.87,"Everi Holdings Inc",NYSE,"Business Services","Business Services",N/A,N/A,N/A,N/A
EVTC,"Evertec Inc",20.45,"Evertec Inc",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
EXAS,"Exact Sciences Cor",49.61,"Exact Sciences Cor",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
EXLS,"Exlservice Holdings",53.93,"Exlservice Holdings",NASDAQ,Outsourcing,"Business Services",N/A,N/A,N/A,N/A
EXPO,"Exponent Inc",87.8,"Exponent Inc",NASDAQ,Consulting,"Business Services",N/A,N/A,N/A,N/A
EXPR,"Express Inc",7.6,"Express Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
EXTN,"Exterran Corp",28.85,"Exterran Corp",NYSE,"Oil Field Machinery & Equip",Oils-Energy,N/A,N/A,N/A,N/A
EXTR,"Extreme Networks",10.94,"Extreme Networks",NASDAQ,"Computer - Networks","Computers and Technology",N/A,N/A,N/A,N/A
EYE,"National Vision Holdings Inc",32.81,"National Vision Holdings Inc",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
EZPW,"Ezcorp Inc",14.8,"Ezcorp Inc",NASDAQ,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
FARM,"Farmer Brothers",27.75,"Farmer Brothers",NASDAQ,"Food Items - Wholesale",Retail-Wholesale,N/A,N/A,N/A,N/A
FARO,"Faro Tech Inc",51.4,"Faro Tech Inc",NASDAQ,"Computer - Integrated Systems","Computers and Technology",N/A,N/A,N/A,N/A
FATE,"Fate Therapeutics",10.19,"Fate Therapeutics",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
FBC,"Flagstar Bancorp",34.05,"Flagstar Bancorp",NYSE,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
FBIO,"Fortress Biotech Inc",3.65,"Fortress Biotech Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
FBIZ,"First Business Finan",25.99,"First Business Finan",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
FBK,"Fb Financial Corp",40.86,"Fb Financial Corp",NYSE,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FBM,"Foundation Building Materials Inc",14.11,"Foundation Building Materials Inc",NYSE,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
FBMS,"First Bancshs [Ms]",32.75,"First Bancshs [Ms]",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FBNC,"First Bancorp [Nc]",38.79,"First Bancorp [Nc]",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FBNK,"First Connecticut BA",25.55,"First Connecticut BA",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FBP,"First Bancorp",7.42,"First Bancorp",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FC,"Franklin Covey Company",25.45,"Franklin Covey Company",NYSE,Consulting,"Business Services",N/A,N/A,N/A,N/A
FCB,"Fcb Financial Holdings Inc",59.05,"Fcb Financial Holdings Inc",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FCBC,"First Community Bksh",31.66,"First Community Bksh",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FCF,"First Commonwealth Financial Corp",15.2,"First Commonwealth Financial Corp",NYSE,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FCFS,"First Cash Fin Svcs",90.85,"First Cash Fin Svcs",NYSE,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
FCN,"Fti Consulting",57.51,"Fti Consulting",NYSE,Consulting,"Business Services",N/A,N/A,N/A,N/A
FCNCA,"First Citizens Bancs",431.95,"First Citizens Bancs",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FCPT,"Four Corners Property Trust In",22.76,"Four Corners Property Trust In",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
FDEF,"First Defiance Finl",60.96,"First Defiance Finl",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
FDP,"Fresh Del Monte Produce",48.56,"Fresh Del Monte Produce",NYSE,"Agriculture Operations","Consumer Staples",N/A,N/A,N/A,N/A
FELE,"Franklin Electric Co",43.8,"Franklin Electric Co",NASDAQ,"Machinery - Electrical","Industrial Products",N/A,N/A,N/A,N/A
FET,"Forum Energy Technologies Inc",13.9,"Forum Energy Technologies Inc",NYSE,"Oil Field Machinery & Equip",Oils-Energy,N/A,N/A,N/A,N/A
FF,"Futurefuel Corp",11.71,"Futurefuel Corp",NYSE,Biofuels,Oils-Energy,N/A,N/A,N/A,N/A
FFBC,"First Finl Bncp [Oh]",31.25,"First Finl Bncp [Oh]",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
FFG,"Fbl Financial Group",81.3,"Fbl Financial Group",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
FFIC,"Flushing Finl Corp",25.45,"Flushing Finl Corp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
FFIN,"First Finl Bkshs Inc",51.05,"First Finl Bkshs Inc",NASDAQ,"Banks - Southwest",Finance,N/A,N/A,N/A,N/A
FFKT,"Farmers Capital BA",50.6,"Farmers Capital BA",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FFNW,"First Financial Nort",17,"First Financial Nort",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
FFWM,"First Foundation",18.41,"First Foundation",NASDAQ,"Banks - Southwest",Finance,N/A,N/A,N/A,N/A
FGBI,"First Gurty Banc",26.95,"First Gurty Banc",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FGEN,"Fibrogen Inc CS",47.65,"Fibrogen Inc CS",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
FI,"Frank's International N.V.",7.32,"Frank's International N.V.",NYSE,"Oil - Production & Pipeline",Oils-Energy,N/A,N/A,N/A,N/A
FIBK,"First Interstate Ban",40.9,"First Interstate Ban",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
FICO,"Fair Isaac and Company Inc",176.14,"Fair Isaac and Company Inc",NYSE,"IT Services","Computers and Technology",N/A,N/A,N/A,N/A
FINL,"Finish Line Cl A",13.56,"Finish Line Cl A",NASDAQ,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
FISI,"Financial Institut",32.45,"Financial Institut",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FIT,"Fitbit Inc",4.95,"Fitbit Inc",NYSE,"Electronics - Measuring Inst","Computers and Technology",N/A,N/A,N/A,N/A
FIVE,"Five Below Inc",71.27,"Five Below Inc",NASDAQ,"Retail - Misc & Diversified",Retail-Wholesale,N/A,N/A,N/A,N/A
FIVN,"Five9 Inc",31.59,"Five9 Inc",NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
FIX,"Comfort Systems USA",42.75,"Comfort Systems USA",NYSE,"Building Prdcts - Air Heating",Construction,N/A,N/A,N/A,N/A
FIZZ,"Natl Beverage Cp",86.73,"Natl Beverage Cp",NASDAQ,"Beverages - Soft","Consumer Staples",N/A,N/A,N/A,N/A
FLDM,"Fluidigm Corp",5.75,"Fluidigm Corp",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
FLIC,"First of Long Isla",25.55,"First of Long Isla",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FLOW,"SPX Flow Inc",41.68,"SPX Flow Inc",NYSE,"Machinery - Electrical","Industrial Products",N/A,N/A,N/A,N/A
FLWS,1-800-Flowers.Com,12.15,1-800-Flowers.Com,NASDAQ,"Retail - Mail Order",Retail-Wholesale,N/A,N/A,N/A,N/A
FLXN,"Flexion Therapeutics",25.99,"Flexion Therapeutics",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
FLXS,"Flexsteel Inds",38.04,"Flexsteel Inds",NASDAQ,Furniture,"Consumer Discretionary",N/A,N/A,N/A,N/A
FMAO,"Farmers & Merch Banc",44.86,"Farmers & Merch Banc",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FMBH,"First Mid Ill Bncshr",37.89,"First Mid Ill Bncshr",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FMBI,"First Midwest Bncp",24.58,"First Midwest Bncp",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
FMI,"Foundation Medicine",70.85,"Foundation Medicine",NASDAQ,"Medical Information Systems",Medical,N/A,N/A,N/A,N/A
FMNB,"Farmers Natl Banc Cp",15.05,"Farmers Natl Banc Cp",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
FMSA,"Fmsa Holdings Inc",5.72,"Fmsa Holdings Inc",NYSE,"Metal Products - Fasteners","Basic Materials",N/A,N/A,N/A,N/A
FN,Fabrinet,32.45,Fabrinet,NYSE,"Electronics - Misc Components","Computers and Technology",N/A,N/A,N/A,N/A
FNBG,"Fnb Bancorp [Ca]",36.33,"Fnb Bancorp [Ca]",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
FNGN,"Financial Engines",44.45,"Financial Engines",NASDAQ,"Finance - Misc Services",Finance,N/A,N/A,N/A,N/A
FNHC,"Federated Natl Hldg",17.3,"Federated Natl Hldg",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
FNKO,"Funko Inc Class A",9.05,"Funko Inc Class A",NASDAQ,"Consumer Prdts - Misc Discr","Consumer Discretionary",N/A,N/A,N/A,N/A
FNLC,"First Bancorp Inc",28.24,"First Bancorp Inc",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FNSR,"Finisar Corp",16.24,"Finisar Corp",NASDAQ,"Fiber Optics","Computers and Technology",N/A,N/A,N/A,N/A
FNWB,"First Nw Banc",16.46,"First Nw Banc",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
FOE,"Ferro Corp",21.84,"Ferro Corp",NYSE,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
FOLD,"Amicus Therapeutics",14.25,"Amicus Therapeutics",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
FONR,"Fonar Corp",29.5,"Fonar Corp",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
FOR,"Forestar Group Inc",22.45,"Forestar Group Inc",NYSE,"Real Estate Developers",Finance,N/A,N/A,N/A,N/A
FORM,"Formfactor Inc",12.35,"Formfactor Inc",NASDAQ,"Electronics - Semiconductors","Computers and Technology",N/A,N/A,N/A,N/A
FORR,"Forrester Resrch",41.4,"Forrester Resrch",NASDAQ,"Computer - Services","Computers and Technology",N/A,N/A,N/A,N/A
FOSL,"Fossil Group",14.51,"Fossil Group",NASDAQ,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
FOXF,"Fox Factory Cp",35.1,"Fox Factory Cp",NASDAQ,"Auto - Domestic",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
FPI,"Farmland Partners Inc",7.4,"Farmland Partners Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
FPRX,"Five Prime Thera",17.74,"Five Prime Thera",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
FR,"First Industrial Realty Trust",31.22,"First Industrial Realty Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
FRAC,"Keane Group Inc",15.89,"Keane Group Inc",NYSE,"Oil - US Integrated",Oils-Energy,N/A,N/A,N/A,N/A
FRAN,"Francesca's Holdings",4.88,"Francesca's Holdings",NASDAQ,"Shoes and Related Apparel","Consumer Staples",N/A,N/A,N/A,N/A
FRBK,"Republic First Bcp",8.6,"Republic First Bcp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FRED,"Fred's Inc",1.63,"Fred's Inc",NASDAQ,"Retail - Discount",Retail-Wholesale,N/A,N/A,N/A,N/A
FRGI,"Fiesta Restaurant Gp",21.55,"Fiesta Restaurant Gp",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
FRME,"First Merchants Corp",43.69,"First Merchants Corp",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
FRO,"Frontline Ltd",4.25,"Frontline Ltd",NYSE,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
FRPH,"Frp Holdings Inc",58.4,"Frp Holdings Inc",NASDAQ,"Real Estate Operations",Finance,N/A,N/A,N/A,N/A
FRPT,"Freshpet Inc CS",19.8,"Freshpet Inc CS",NASDAQ,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
FRTA,"Forterra Inc",6.92,"Forterra Inc",NASDAQ,"Building - CMT & CNT & AG",Construction,N/A,N/A,N/A,N/A
FSB,"Franklin Financial Network Inc",34,"Franklin Financial Network Inc",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
FSCT,"Forescout Technologies Inc",32.13,"Forescout Technologies Inc",NASDAQ,"Protection - Safety","Industrial Products",N/A,N/A,N/A,N/A
FSP,"Franklin Street Properties",7.84,"Franklin Street Properties",AMEX,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
FSS,"Federal Signal Corp",21.99,"Federal Signal Corp",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
FSTR,"Foster L B Co",21.8,"Foster L B Co",NASDAQ,"Steel - Producers","Basic Materials",N/A,N/A,N/A,N/A
FTD,"Ftd Companies",6.35,"Ftd Companies",NASDAQ,"Consumer Prdts - Misc Discr","Consumer Discretionary",N/A,N/A,N/A,N/A
FTK,"Flotek Industries",3.81,"Flotek Industries",NYSE,"Oil - Field Services",Oils-Energy,N/A,N/A,N/A,N/A
FTR,"Frontier Commun Cp",11.34,"Frontier Commun Cp",NASDAQ,"Wireline Regional",Utilities,N/A,N/A,N/A,N/A
FTSI,"Fts International Inc.",19.2,"Fts International Inc.",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
FUL,"H. B. Fuller Company",50.5,"H. B. Fuller Company",NYSE,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
FULT,"Fulton Financial Cor",17.25,"Fulton Financial Cor",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
FWRD,"Foward Air Corp",54.65,"Foward Air Corp",NASDAQ,"Transportation - Truck",Transportation,N/A,N/A,N/A,N/A
GABC,"German Amer Bncp Inc",35.6,"German Amer Bncp Inc",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
GAIA,"Gaiam Inc",15.1,"Gaiam Inc",NASDAQ,"Broadcast - Radio & TV","Consumer Discretionary",N/A,N/A,N/A,N/A
GATX,"GATX Corp",69.14,"GATX Corp",NYSE,"Transportation - Equip & Lease",Transportation,N/A,N/A,N/A,N/A
GBCI,"Glacier Bancorp Inc",37.58,"Glacier Bancorp Inc",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
GBL,"Gamco Investors",25.09,"Gamco Investors",NYSE,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
GBLI,"Global Indemnity Plc",40.3,"Global Indemnity Plc",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
GBNK,"Guaranty Bancorp",29.25,"Guaranty Bancorp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
GBT,"Global Blood Ther",43.5,"Global Blood Ther",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
GBX,"Greenbrier Companies",45.3,"Greenbrier Companies",NYSE,"Transportation - Equip & Lease",Transportation,N/A,N/A,N/A,N/A
GCAP,"Gain Capital Holdings",8.22,"Gain Capital Holdings",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
GCBC,"Greene County Bncp",34.5,"Greene County Bncp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
GCI,"Gannett Co. Inc",9.7,"Gannett Co. Inc",NYSE,"Publishing - Newspapers","Consumer Staples",N/A,N/A,N/A,N/A
GCO,"Genesco Inc",41.5,"Genesco Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
GCP,"Gcp Applied Technologies Inc C",28.3,"Gcp Applied Technologies Inc C",NYSE,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
GDEN,"Golden Entmt",26.82,"Golden Entmt",NASDAQ,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
GDOT,"Green Dot Corp",61.5,"Green Dot Corp",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
GEF,"Greif Bros. Corp",59.33,"Greif Bros. Corp",NYSE,"Containers - Paper Products","Industrial Products",N/A,N/A,N/A,N/A
GEF.B,"Greif Bros. Corp Cl B",64,"Greif Bros. Corp Cl B",NYSE,"Containers - Paper Products","Industrial Products",N/A,N/A,N/A,N/A
GEN,"Genesis Healthcare Inc",1.6,"Genesis Healthcare Inc",NYSE,"Medical - Nursing Homes",Medical,N/A,N/A,N/A,N/A
GENC,"Gencor Industries In",15.5,"Gencor Industries In",NASDAQ,"Machinery - Thermal Processing","Industrial Products",N/A,N/A,N/A,N/A
GEO,"Geo Group Inc",24.92,"Geo Group Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
GEOS,"Geospace Technologie",11.24,"Geospace Technologie",NASDAQ,"Electronics - Measuring Inst","Computers and Technology",N/A,N/A,N/A,N/A
GERN,"Geron Corp",3.85,"Geron Corp",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
GES,"Guess Inc",23.26,"Guess Inc",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
GFF,"Griffon Corp",21.55,"Griffon Corp",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
GHDX,"Genomic Health Inc",34.47,"Genomic Health Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
GHL,"Greenhill & Co. Inc",24.15,"Greenhill & Co. Inc",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
GHM,"Graham Corp",23.06,"Graham Corp",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
GIFI,"Gulf Island Fab",9.55,"Gulf Island Fab",NASDAQ,"Oil Field Machinery & Equip",Oils-Energy,N/A,N/A,N/A,N/A
GIII,"G-III Apparel Gp I",35.89,"G-III Apparel Gp I",NASDAQ,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
GKOS,"Glaukos Corp",34.45,"Glaukos Corp",NYSE,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
GLDD,"Great Lakes Drg Dock",4.95,"Great Lakes Drg Dock",NASDAQ,"Building - Heavy Construction",Construction,N/A,N/A,N/A,N/A
GLNG,"Golar Lng Ltd",33.6,"Golar Lng Ltd",NASDAQ,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
GLOG,"Gaslog Ltd",17.85,"Gaslog Ltd",NYSE,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
GLRE,"Greenlight Cap. Re.",15.6,"Greenlight Cap. Re.",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
GLT,Glatfelter,16.49,Glatfelter,NYSE,"Paper & Related Products","Basic Materials",N/A,N/A,N/A,N/A
GLUU,"Glu Mobile Inc",5.32,"Glu Mobile Inc",NASDAQ,"Toys & Game & Hobby","Consumer Discretionary",N/A,N/A,N/A,N/A
GMED,"Globus Medical Inc",48.95,"Globus Medical Inc",NYSE,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
GMRE,"Global Medical REIT Inc",8.37,"Global Medical REIT Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
GMS,Gms,30.62,Gms,NYSE,"Building Prds Retail - Wsale",Retail-Wholesale,N/A,N/A,N/A,N/A
GNBC,"Green Bancorp",22.45,"Green Bancorp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
GNC,"GNC Holdings Inc",3.53,"GNC Holdings Inc",NYSE,"Retail - Drug Stores",Retail-Wholesale,N/A,N/A,N/A,N/A
GNCA,"Genocea Biosciences",0.96,"Genocea Biosciences",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
GNE,"Genie Energy Ltd Class B",5.13,"Genie Energy Ltd Class B",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
GNK,"Genco Shipping & Trading Ltd",16.55,"Genco Shipping & Trading Ltd",NYSE,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
GNL,"Global Net Lease Inc",19.25,"Global Net Lease Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
GNMK,"Genmark Diagnostics",7.07,"Genmark Diagnostics",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
GNRC,"Generac Holdings Inc",46.03,"Generac Holdings Inc",NYSE,"Electrical Power","Computers and Technology",N/A,N/A,N/A,N/A
GNRT,"Gener8 Maritime Inc",5.74,"Gener8 Maritime Inc",NYSE,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
GNTY,"Guaranty Bancshares Inc",32.99,"Guaranty Bancshares Inc",NASDAQ,"Banks - Southwest",Finance,N/A,N/A,N/A,N/A
GNW,"Genworth Financial Inc",3.02,"Genworth Financial Inc",NYSE,"Insurance - Life",Finance,N/A,N/A,N/A,N/A
GOGO,"Gogo Inc",8.33,"Gogo Inc",NASDAQ,"Wireless National",Utilities,N/A,N/A,N/A,N/A
GOLF,"Acushnet Holdings Corp",22.35,"Acushnet Holdings Corp",NYSE,"Leisure & Recreational Prdcts","Consumer Discretionary",N/A,N/A,N/A,N/A
GOOD,"Gladstone Comml",18.23,"Gladstone Comml",NASDAQ,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
GORO,"Gold Resource Corp",5.4,"Gold Resource Corp",AMEX,"Mining - Gold","Basic Materials",N/A,N/A,N/A,N/A
GOV,"Government Properties Income Trust",13.84,"Government Properties Income Trust",NASDAQ,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
GPI,"Group 1 Automotive",67.86,"Group 1 Automotive",NYSE,"Retail - Wsale Auto & Trucks",Retail-Wholesale,N/A,N/A,N/A,N/A
GPMT,"Granite Point Mortgage Trust Inc",16.86,"Granite Point Mortgage Trust Inc",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
GPRE,"Green Plains Inc",17.95,"Green Plains Inc",NASDAQ,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
GPRO,"Gopro Inc Cl A",5.45,"Gopro Inc Cl A",NASDAQ,"Audio & Video Products","Consumer Discretionary",N/A,N/A,N/A,N/A
GPT,"Gramercy Property Trust",23.82,"Gramercy Property Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
GPX,"Gp Strategies Corp",20.1,"Gp Strategies Corp",NYSE,Schools,"Consumer Discretionary",N/A,N/A,N/A,N/A
GRBK,"Green Brick Partners",10.45,"Green Brick Partners",NASDAQ,"Real Estate Developers",Finance,N/A,N/A,N/A,N/A
GRC,"Gorman-Rupp Company",32.3,"Gorman-Rupp Company",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
GRIF,"Griffin Industrial",37.59,"Griffin Industrial",NASDAQ,"Real Estate Operations",Finance,N/A,N/A,N/A,N/A
