SPY: SPDR S&P 500 ETF
Inception Date: 1993-01-22
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	253878929
Shares Outstanding: 964682000
Expense Ratio: 0.0945%
Tracks This Index: S&P 500 Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: State Street SPDR
Structure: UIT
ETF Home Page: http://etfdb.com/etf/SPY


Holding,Symbol,Weighting
A. O. Smith Corp,AOS,0.0393%
Pinnacle West Capital Corp,PNW,0.0392%
Affiliated Managers Group Inc,AMG,0.0392%
Interpublic Group of Companies Inc,IPG,0.0392%
SL Green Realty Corp,SLG,0.0391%
Unum Group,UNM,0.039%
Regency Centers Corp,REG,0.0384%
Juniper Networks Inc,JNPR,0.0381%
NiSource Inc,NI,0.038%
Advance Auto Parts Inc,AAP,0.0379%
IPG Photonics Corp,IPGP,0.0379%
Tractor Supply Co,TSCO,0.0378%
Federal Realty Investment Trust,FRT,0.0377%
L Brands Inc,LB,0.0376%
Fortune Brands Home & Security Inc,FBHS,0.0369%
Fluor Corp,FLR,0.0366%
Snap-On Inc,SNA,0.0364%
AES Corp,AES,0.0358%
PulteGroup Inc,PHM,0.0358%
PerkinElmer Inc,PKI,0.0356%
Alaska Air Group Inc,ALK,0.0347%
Campbell Soup Co,CPB,0.0343%
Robert Half International Inc,RHI,0.0342%
Coty Inc,COTY,0.034%
Leucadia National Corp,LUK,0.0338%
Discovery Inc,DISCK,0.0337%
DISH Network Corp,DISH,0.0337%
Pentair PLC,PNR,0.0335%
Helmerich and Payne Inc,HP,0.0335%
FLIR Systems Inc,FLIR,0.0332%
Arconic Inc,ARNC,0.0329%
Sealed Air Corp,SEE,0.0326%
Allegion PLC,ALLE,0.032%
Jacobs Engineering Group Inc,JEC,0.0307%
Garmin Ltd,GRMN,0.0306%
Harley-Davidson Inc,HOG,0.0303%
Apartment Investment and Management Co,AIV,0.0285%
People's United Financial Inc,PBCT,0.0282%
Gap Inc,GPS,0.0281%
Xerox Corp,XRX,0.0279%
HanesBrands Inc,HBI,0.0277%
Macerich Co,MAC,0.0276%
Kimco Realty Corp,KIM,0.0273%
Goodyear Tire & Rubber Co,GT,0.0271%
News Corp,NWSA,0.0267%
Flowserve Corp,FLS,0.0265%
Ralph Lauren Corp,RL,0.0259%
Nordstrom Inc,JWN,0.0259%
Newfield Exploration Co,NFX,0.0248%
H & R Block Inc,HRB,0.0248%
Leggett & Platt Inc,LEG,0.0239%
SCANA Corp,SCG,0.0232%
Foot Locker Inc,FL,0.023%
Stericycle Inc,SRCL,0.0226%
Quanta Services Inc,PWR,0.0224%
Mattel Inc,MAT,0.0218%
Acuity Brands Inc,AYI,0.0215%
Assurant Inc,AIZ,0.0211%
Brighthouse Financial Inc,BHF,0.0205%
Envision Healthcare Corp,EVHC,0.0203%
TripAdvisor Inc,TRIP,0.0183%
Discovery Inc,DISCA,0.0163%
Navient Corp,NAVI,0.0155%
Under Armour Inc,UAA,0.0151%
Range Resources Corp,RRC,0.0138%
Under Armour Inc,UA,0.0134%
News Corp,NWS,0.0086%
